Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,in_allow_single_entry,in_anchor_tf,in_swing_bars,in_fvg_min_atr_factor,in_sl_mode,in_sl_atr_factor_from_entry,in_sl_padding_atr_factor,in_trailing_stop_atr_factor
646,36.27,532.57,0.153833,1.212019,1.622996,3.443666,0,24.8082,3462,true,1,118,0.6,1,2.6,0.9,1.5
1596,57.34,532.08,0.354012,1.607494,2.202774,7.767157,0,24.2549,1503,true,1,84,1,1,3.2,0.7,3.7
358,36.21,531.85,0.153625,1.211732,1.620456,3.438685,0,24.8257,3462,true,1,118,0.6,1,2.6,0.9,1.6
159,57.32,531.74,0.353786,1.607099,2.201366,7.767696,0,24.2549,1503,true,1,84,1,1,3.2,0.7,3.6
1612,57.84,529.28,0.352149,1.591143,2.24509,7.630908,0,23.6787,1503,true,1,84,1,1,3.4,0.8,2.5
519,44.17,528.85,1.132441,1.675821,1.299641,3.552626,0,30.3742,467,true,6,118,0.5,1,2,0.9,3.9
1553,57.67,527.14,0.350725,1.588753,2.236013,7.572513,0,23.6787,1503,true,1,84,1,1,3.4,0.8,3.8
2169,52.02,526.84,1.145304,1.762729,1.417418,3.33453,0,26.6404,460,true,5,110,0.4,0,2,0.3,4
1482,54.2,526.1,1.223488,1.84695,1.730478,4.239265,0,25.9762,430,true,6,114,0.5,1,2.6,0.4,2.1
1349,57.57,525.82,0.349847,1.587279,2.230414,7.599233,0,23.6787,1503,true,1,84,1,1,3.4,0.8,2.3
1573,64.14,524.97,1.785612,2.164711,1.532133,5.137265,0,25.4263,294,true,5,118,0.5,0,2.8,0.4,2.8
1137,51.09,522.5,1.130952,1.767141,1.420648,3.392282,0,26.5183,462,true,5,110,0.4,0,3.4,0.2,2.4
1502,53,520.95,0.348462,1.56314,2.051792,7.341489,0,25.5048,1495,true,1,84,1,0,3.2,0.3,2.4
1546,57.14,520.92,0.346587,1.592918,2.190672,7.718957,0,23.874,1503,true,1,84,1,1,3.4,0.5,3.6
1415,51.05,514.66,1.202477,1.702867,1.294449,3.052602,0,28.2109,428,true,5,110,0.4,0,3.4,1,1.8
1128,51.15,509.72,1.185395,1.705622,1.293607,3.06562,0,28.1291,430,true,5,110,0.4,0,3.4,0.9,2.4
2311,50.13,508.31,1.100238,1.746307,1.382066,3.31147,0,26.7924,462,true,5,110,0.4,0,2.2,0.2,2.8
1506,51.93,503.89,1.177313,1.790106,1.636325,4.08352,0,26.2564,428,true,6,114,0.5,1,3,0.3,3.6
1449,50.88,498.34,1.130023,1.699493,1.288733,3.066709,0,27.9811,441,true,5,110,0.4,0,2.6,0.7,3.1
2151,50.21,495.53,1.152395,1.685978,1.257595,2.991311,0,28.417,430,true,5,110,0.4,0,3.4,0.9,2.8
1835,70.26,495.39,1.543271,2.17737,2.253002,5.004393,0,26.4076,321,true,6,90,0.4,1,2.6,0.7,2.3
579,50,492.25,1.144767,1.681437,1.24927,2.974896,0,28.4844,430,true,5,110,0.4,0,3.4,0.9,2.9
1587,63.36,489.51,2.364783,2.353696,1.874799,5.228607,0,22.8676,207,true,10,86,0.5,1,2.6,0.4,2.1
1542,63.27,488.51,2.359952,2.350931,1.870969,5.219224,0,22.8876,207,true,10,86,0.5,1,2.6,0.4,2.7
847,63.11,486.71,2.351256,2.345953,1.864075,5.203781,0,22.9238,207,true,10,86,0.5,1,2.6,0.4,3.7
1357,63.1,486.51,2.35029,2.3454,1.863309,5.202074,0,22.9278,207,true,10,86,0.5,1,2.6,0.4,3.8
637,70.55,485.96,0.49791,1.497879,2.890898,5.415949,0,16.1557,976,true,2,118,0.7,1,4,0.5,2
1557,69.57,485.77,0.459574,1.496241,2.791942,5.696523,0,16.3715,1057,true,2,118,0.7,1,2.2,1,2.2
1654,40.81,484.63,1.051258,1.623583,1.078946,2.926323,0,36.0918,461,true,6,110,0.4,0,3.4,0.2,2
1154,46.39,483.54,1.332066,1.858985,1.212548,4.845638,0,29.8555,363,true,6,118,0.6,1,2,0.4,2.4
1855,66.49,482.15,2.41075,2.211219,1.84661,4.881426,0,23.016,200,true,10,86,0.5,0,3.2,0.4,2.6
1680,70.31,481.82,0.493668,1.493638,2.86627,5.375855,0,16.179,976,true,2,118,0.7,1,4,0.5,2.5
1051,50,481.02,1.118651,1.729028,1.582199,3.864212,0,26.4743,430,true,6,114,0.5,1,2.6,0.7,3.7
1764,70.74,480.83,0.494681,1.468344,2.960229,5.155709,0,15.9778,972,true,2,118,0.7,0,2,0.5,2.1
655,70.29,478.67,0.452002,1.492125,2.859268,5.690778,0,15.6811,1059,true,2,118,0.7,1,2.2,0.9,2
1623,64.04,477.56,2.307053,2.155229,1.828751,4.705745,0,23.3352,207,true,10,88,0.5,0,2.4,0.4,1.5
1249,70.15,476.32,0.449783,1.489709,2.84523,5.667029,0,15.702,1059,true,2,118,0.7,1,2.2,0.9,2.3
951,45.69,476.02,1.31135,1.814991,1.184542,4.728267,0,30.4837,363,true,6,118,0.6,1,2,0.7,2.4
1139,71.52,473.8,1.499367,2.054318,2.154812,4.491975,0,26.9692,316,true,6,90,0.4,1,4,0.7,2.2
1252,43.86,471.44,0.367738,1.327803,1.722218,4.053754,0,22.1074,1282,true,2,106,0.6,0,3.2,0.8,3
347,43.8,470.87,0.367293,1.327407,1.720136,4.049546,0,22.1175,1282,true,2,106,0.6,0,3.2,0.8,3.1
1662,69.61,467.69,0.441634,1.480836,2.79368,5.57576,0,15.7748,1059,true,2,118,0.7,1,2.2,0.9,3.6
1566,69.57,466.99,0.440973,1.480116,2.789499,5.569155,0,15.777,1059,true,2,118,0.7,1,2.2,0.9,3.7
1815,70.98,464.8,1.470886,2.034291,2.11388,4.402653,0,27.0655,316,true,6,90,0.4,1,4,0.7,3.6
1552,70.88,463.2,1.465823,2.030731,2.106604,4.385183,0,27.0822,316,true,6,90,0.4,1,4,0.7,3.8
1176,46.2,462.43,0.336313,1.302976,1.873096,3.718926,0,21.768,1375,true,2,116,0.6,0,3.6,0.5,2.5
956,44.19,460.25,0.358171,1.322295,1.73163,4.030803,0,21.8642,1285,true,2,106,0.6,0,4,0.7,3.6
279,49.29,459.1,0.347277,1.307082,1.944927,3.671912,0,20.7847,1322,true,2,118,0.6,0,3.6,0.5,2.5
1436,42.07,455.63,0.355406,1.31681,1.66058,3.943246,0,22.4339,1282,true,2,106,0.6,0,3.2,0.8,2.2
922,46.44,452.24,0.342088,1.302494,1.852456,3.631771,0,21.4901,1322,true,2,118,0.6,0,3.6,0.5,2.2
1397,67.43,451.32,0.441173,1.467956,2.599171,5.36238,0,16.7201,1023,true,2,118,0.7,1,3,0.4,3.6
1333,39.2,448.65,0.252476,1.415163,1.507003,5.689165,0,25.2654,1777,true,1,84,0.9,1,3.2,0.7,3.6
632,42.25,444.92,0.310915,1.320342,1.755247,3.975813,0,23.2254,1431,true,2,116,0.6,1,3,0.2,1.7
1648,66.55,444.32,0.422357,1.464716,2.490304,5.447178,0,16.8752,1052,true,2,118,0.7,1,2.6,0.4,2.1
1661,44.23,443.13,1.042659,1.61737,1.395421,3.588724,0,27.3071,425,true,6,114,0.5,1,4,0.5,2
877,40.56,439.95,0.343175,1.305907,1.606595,3.836453,0,22.6907,1282,true,2,106,0.6,0,3.2,0.8,1.5
1515,62.3,439.39,0.452047,1.459354,2.25386,5.175557,0,18.4683,972,true,2,120,0.7,1,3,0.4,2
2271,84.05,438.59,0.749726,1.646964,2.741188,4.85987,0,16.4618,585,true,3,94,0.5,0,2.8,1,3.7
1099,84.03,438.16,0.748991,1.64633,2.7385,4.855287,0,16.4638,585,true,3,94,0.5,0,2.8,1,3.8
762,36.69,432.99,0.903946,1.529159,1.006345,3.095709,0,33.377,479,true,6,118,0.5,1,2.6,0.4,3.7
1816,80.69,432.22,0.737577,1.641019,2.510134,4.868899,0,17.6527,586,true,3,94,0.5,0,2.8,0.9,2.9
1431,59.25,431.45,1.276479,1.947263,1.962207,4.535304,0,26.2018,338,true,6,90,0.4,1,1.6,1,2.2
1416,36.55,430.85,0.899478,1.526544,1.001301,3.083393,0,33.4341,479,true,6,118,0.5,1,2.6,0.4,4
2182,78.31,428.01,0.730392,1.634775,2.374272,4.849463,0,18.4733,586,true,3,94,0.5,0,2.8,0.9,1.6
1219,39.82,419.41,0.326389,1.293696,1.576848,3.735801,0,22.6368,1285,true,2,106,0.6,0,4,0.7,2
2022,43.49,417.31,0.927356,1.601675,1.211104,2.990589,0,27.3785,450,true,5,106,0.4,0,3.6,0.3,2.3
1982,52.72,411.59,1.262546,1.805712,1.116509,4.229884,0,29.2066,326,true,5,120,0.5,1,3.6,0.8,3.7
1301,74.94,400.41,1.259151,1.946305,2.306775,4.491535,0,34.3057,318,true,6,90,0.4,0,3.4,0.7,3.7
1545,74.52,398.76,1.269936,1.922116,2.289093,4.550574,0,34.6487,314,true,6,90,0.4,0,1,0.8,1.5
969,60.84,394.16,0.427505,1.372425,2.183712,4.22612,0,18.5195,922,true,2,118,0.7,0,3.6,0.9,3.6
1852,60.53,393.36,0.426638,1.371669,2.17928,4.220381,0,18.6531,922,true,2,118,0.7,0,2.2,0.9,2.5
22,0.98,389.28,21.626667,13.1612,2.48773,5.188086,0,24.7219,18,true,16385,98,0.5,0,1.6,0.6,2.2
896,34.61,387.99,0.235717,1.264979,1.636605,2.746191,0,47.342,1646,true,2,84,0.3,1,3.8,0.7,3.5
2278,41.4,387.92,0.883645,1.548002,1.135232,2.748615,0,27.8594,439,true,5,106,0.4,0,2.2,0.5,2.8
1588,41.38,382.16,0.344288,1.39679,1.579892,4.809159,0,23.5398,1110,true,2,118,0.7,1,2.2,0.2,3.8
70,1.18,376.28,19.804211,9.35992,2.404652,4.825234,0,25.2566,19,true,16385,114,0.5,1,1,0.6,2.7
149,1.18,375.14,19.744211,9.128711,2.397367,4.815463,0,25.2656,19,true,16385,116,0.5,1,1.8,0.7,2.8
351,0.97,372.25,20.680556,11.977588,2.378898,5.116146,0,24.7219,18,true,16385,94,0.5,0,3,0.8,3.3
371,0.97,371.29,20.627222,11.647835,2.372763,5.10486,0,24.7219,18,true,16385,94,0.5,0,3.2,0.9,1.8
1393,53.82,367.73,0.611864,1.518068,1.692892,4.173706,0,22.7813,601,true,3,94,0.5,0,2.2,0.8,2.1
505,53.81,367.6,0.611647,1.517885,1.692294,4.170945,0,22.7763,601,true,3,94,0.5,0,1.2,0.8,2.2
1568,53.9,366.64,1.094448,1.837862,1.667455,4.447002,0,25.8652,335,true,6,90,0.4,1,1.6,0.6,2.4
1175,36.15,359.78,0.364888,1.344057,1.426453,4.080717,0,25.6108,986,true,2,118,0.7,0,3.8,0.3,2.9
1675,52.89,355.71,1.077909,1.631778,1.617746,3.442657,0,27.2405,330,true,6,90,0.4,1,4,1,2.2
708,35.36,342.38,0.339663,1.325055,1.398725,3.922141,0,25.2272,1008,true,2,118,0.7,0,3.6,0.2,3.1
1765,68.9,337.4,1.007164,1.789905,1.944444,4.409469,0,33.359,335,true,6,90,0.4,0,2.6,0.4,2.1
567,67.13,333.33,0.98911,1.795936,1.920989,4.279464,0,33.1423,337,true,6,90,0.4,0,1,0.3,4
965,63.88,330.92,0.979053,1.803145,1.9071,4.440639,0,32.9372,338,true,6,90,0.4,0,1,0.2,2
582,52.17,324.56,0.914254,1.641715,1.786831,3.733602,0,25.5691,355,true,6,86,0.4,1,1.8,1,2.4
1634,66.96,321.45,0.959552,1.752564,1.852524,4.225011,0,33.4232,335,true,6,90,0.4,0,3.2,0.4,2.6
1405,65.69,321.3,0.953412,1.76721,1.85166,4.301041,0,32.966,337,true,6,90,0.4,0,1,0.3,2.7
1180,49.6,300.98,0.847831,1.639906,1.763727,3.919479,0,33.9426,355,true,6,84,0.4,1,1.6,1,1.5
1163,71.57,290.58,3.725385,2.473754,1.937458,3.481005,0,20.5997,78,true,30,106,0.3,1,1.8,0.6,2.4
1748,79.91,286.22,1.483005,3.141083,2.185219,9.360399,0,16.9989,193,true,5,110,0.8,1,1,1,3.8
1677,66.28,274.94,3.570649,2.374631,1.930081,3.287294,0,22.9725,77,true,30,106,0.3,1,1.6,1,1.6
1467,66.28,274.94,3.570649,2.374631,1.930081,3.287294,0,22.9725,77,true,30,106,0.3,1,1.6,1,1.5
808,58,274.77,0.853323,1.611606,1.583506,3.597416,0,33.9317,322,true,6,90,0.4,0,2,0.6,2.9
1311,48.33,273.58,0.797609,1.548542,1.149448,4.31833,0,23.5283,343,true,5,104,0.5,0,1,0.3,4
1073,66.03,272.64,3.540779,2.363132,1.913935,3.265252,0,22.9725,77,true,30,104,0.3,1,1.6,1,1.5
543,47.64,271.69,0.808601,1.523709,1.095303,3.933637,0,24.3248,336,true,5,104,0.5,0,3.4,0.7,3.7
1550,38.73,270.26,0.439447,1.37509,1.256088,2.832774,0,21.8343,615,true,5,88,0.3,1,1,0.5,3
361,47.01,268.85,0.814697,1.503398,1.055887,3.731543,0,24.8781,330,true,5,104,0.5,0,1.4,1,1.5
1465,47.4,267.89,0.790236,1.530223,1.114073,4.18548,0,23.8469,339,true,5,104,0.5,0,3.4,0.4,3.8
1083,47.14,267.59,0.796399,1.515806,1.079471,3.918609,0,24.4111,336,true,5,104,0.5,0,3.8,0.7,2.2
1126,47.63,267.55,0.803453,1.516097,1.068875,3.881147,0,24.5918,333,true,5,104,0.5,0,2.2,0.8,2.9
1477,47.52,267.49,0.779854,1.536332,1.124664,4.275121,0,23.6579,343,true,5,104,0.5,0,3.6,0.3,2.5
931,46.83,265.1,0.788988,1.511007,1.069297,3.883894,0,24.4734,336,true,5,104,0.5,0,3.4,0.7,2.4
1437,45.7,264.3,0.793694,1.467085,1.106784,3.029062,0,27.4404,333,true,6,90,0.4,0,1,0.9,1.5
734,46.66,263.79,0.785089,1.508481,1.064013,3.865578,0,24.505,336,true,5,104,0.5,0,3.4,0.7,2.5
970,46.5,262.54,0.781369,1.506072,1.058885,3.847961,0,24.5369,336,true,5,104,0.5,0,3.4,0.7,2.6
1494,91.67,262.22,0.929858,1.888219,2.271286,8.598304,0,16.5693,282,true,5,120,0.8,0,3,0.4,1.7
2342,91.45,259.56,0.920426,1.879209,2.248246,8.524334,0,16.5335,282,true,5,120,0.8,0,1.6,0.4,2.2
2309,91.45,259.56,0.920426,1.879209,2.248246,8.524334,0,16.5335,282,true,5,120,0.8,0,3,0.4,2.2
1974,91.31,258.29,0.915922,1.874907,2.237246,8.485269,0,16.5392,282,true,5,120,0.8,0,3.8,0.4,2.3
1729,45.42,258.1,0.761357,1.500475,1.062096,4.007668,0,24.2741,339,true,5,104,0.5,0,2.4,0.5,3.7
2122,91.16,257.13,0.911809,1.870978,2.227198,8.445894,0,16.5586,282,true,5,120,0.8,0,3.8,0.4,2.4
1954,91.16,257.13,0.911809,1.870978,2.227198,8.445894,0,16.5586,282,true,5,120,0.8,0,3,0.4,2.4
2161,86.66,256.11,0.908191,1.826241,2.037632,8.253245,0,17.9084,282,true,5,120,0.8,0,3,0.7,1.5
2057,91.01,255.87,0.90734,1.86671,2.216284,8.405004,0,16.5712,282,true,5,120,0.8,0,3,0.4,2.5
1956,91.01,255.87,0.90734,1.86671,2.216284,8.405004,0,16.5712,282,true,5,120,0.8,0,2.8,0.4,2.5
2097,90.92,255.85,0.90727,1.866642,2.216111,8.39142,0,16.639,282,true,5,120,0.8,0,1.6,0.4,2.1
2082,91.93,255.49,0.896456,1.866127,2.278922,8.563986,0,16.2191,285,true,5,120,0.8,0,3.6,0.3,2.3
1193,25.77,255.42,0.146962,1.170762,1.116346,1.964491,0,24.9096,1738,true,2,84,0.3,1,3.8,0.4,1.7
2313,91.79,254.94,0.894526,1.864262,2.274017,8.531316,0,16.2941,285,true,5,120,0.8,0,3.6,0.3,2
1028,88.33,254.35,0.90195,1.838719,2.087745,8.234762,0,17.3428,282,true,5,120,0.8,0,2.8,0.6,2.4
1351,90.8,254.08,0.900993,1.860646,2.20078,8.349369,0,16.5838,282,true,5,120,0.8,0,3,0.4,2.6
1694,89.05,253.01,0.897199,1.83842,2.123458,8.262339,0,17.1126,282,true,5,120,0.8,0,2.6,0.5,2.2
1981,85.95,251.71,0.892589,1.812046,2.002626,8.110676,0,17.9668,282,true,5,120,0.8,0,2.2,0.7,1.8
1788,90.43,251.3,0.891135,1.85123,2.1767,8.258148,0,16.6168,282,true,5,120,0.8,0,3,0.4,2.8
2300,84.01,250.4,0.887943,1.793208,1.940033,7.94708,0,18.4344,282,true,5,120,0.8,0,2.6,0.8,1.5
967,84.01,250.4,0.887943,1.793208,1.940033,7.94708,0,18.4344,282,true,5,120,0.8,0,3,0.8,1.5
1277,88.41,249.3,0.884043,1.826126,2.092321,8.13039,0,17.2222,282,true,5,120,0.8,0,1.6,0.5,2.1
2325,85.58,248.8,0.88227,1.802658,1.979473,8.030185,0,17.9288,282,true,5,120,0.8,0,3.8,0.7,2.3
2191,87.44,248.52,0.881277,1.819495,2.039892,8.05003,0,17.4033,282,true,5,120,0.8,0,2.6,0.6,2.8
912,85.36,248.25,0.880319,1.800884,1.975097,7.999297,0,18.0105,282,true,5,120,0.8,0,3.8,0.7,2
2209,85.37,247.64,0.878156,1.798916,1.970244,7.991594,0,17.9498,282,true,5,120,0.8,0,3.6,0.7,2.4
1081,85.37,247.64,0.878156,1.798916,1.970244,7.991594,0,17.9498,282,true,5,120,0.8,0,3.8,0.7,2.4
2013,89.88,247.4,0.877305,1.838019,2.142919,8.125662,0,16.6696,282,true,5,120,0.8,0,3,0.4,3.1
1699,90.91,247.17,0.867263,1.837921,2.20471,8.284713,0,16.3093,285,true,5,120,0.8,0,3.8,0.3,2.9
1524,85.15,246.38,0.873688,1.794851,1.96022,7.95147,0,17.9634,282,true,5,120,0.8,0,3.8,0.7,2.5
1827,85.02,246.36,0.873617,1.794787,1.96006,7.938513,0,18.0366,282,true,5,120,0.8,0,3.8,0.7,2.1
1809,89.62,245.12,0.86922,1.830296,2.12317,8.037229,0,16.6436,282,true,5,120,0.8,0,3.8,0.4,3.5
1689,69.99,244.6,1.072807,2.42491,1.867461,7.945608,0,17.9932,228,true,5,110,0.8,1,1,0.3,2.4
1410,69.99,244.6,1.072807,2.42491,1.867461,7.945608,0,17.9932,228,true,5,110,0.8,1,1,0.3,4
2341,83.03,244.36,0.866525,1.774075,1.893236,7.765194,0,18.4491,282,true,5,120,0.8,0,3.4,0.8,2.2
2217,83.03,244.36,0.866525,1.774075,1.893236,7.765194,0,18.4491,282,true,5,120,0.8,0,3,0.8,2.2
1229,89.43,244.26,0.86617,1.827383,2.115721,8.023151,0,16.7028,282,true,5,120,0.8,0,3,0.4,3.3
2032,82.81,243.09,0.862021,1.770052,1.883397,7.727345,0,18.4554,282,true,5,120,0.8,0,2.6,0.8,2.3
1607,82.81,243.09,0.862021,1.770052,1.883397,7.727345,0,18.4554,282,true,5,120,0.8,0,3.4,0.8,2.3
2068,82.56,242.54,0.860071,1.76831,1.879135,7.696962,0,18.5397,282,true,5,120,0.8,0,3,0.8,2
1909,82.56,242.54,0.860071,1.76831,1.879135,7.696962,0,18.5397,282,true,5,120,0.8,0,3.4,0.8,2
2101,89.06,241.4,0.856028,1.817695,2.090948,7.910905,0,16.6823,282,true,5,120,0.8,0,3.8,0.4,3.8
1971,84.1,240.48,0.852766,1.775817,1.913279,7.762386,0,18.027,282,true,5,120,0.8,0,3.8,0.7,2.9
2031,88.93,240.48,0.852766,1.814579,2.08298,7.88308,0,16.6852,282,true,5,120,0.8,0,3.8,0.4,3.9
1438,88.74,239.3,0.848582,1.810582,2.072759,7.840969,0,16.6944,282,true,5,120,0.8,0,3.8,0.4,4
2170,85.94,239.27,0.848475,1.788993,1.963966,7.732568,0,17.4692,282,true,5,120,0.8,0,2.8,0.6,3.7
2006,83.8,238.92,0.847234,1.770784,1.900867,7.711555,0,18.0483,282,true,5,120,0.8,0,3.8,0.7,3
2105,80.3,238.54,0.845887,1.74196,1.807532,7.588095,0,18.9188,282,true,5,120,0.8,0,2.8,0.9,2.2
2084,89.6,237.68,0.833965,1.80575,2.120061,7.947841,0,16.3638,285,true,5,120,0.8,0,1.2,0.3,3.9
1632,89.6,237.68,0.833965,1.80575,2.120061,7.947841,0,16.3638,285,true,5,120,0.8,0,3.8,0.3,3.9
644,89.6,237.68,0.833965,1.80575,2.120061,7.947841,0,16.3638,285,true,5,120,0.8,0,3.4,0.3,3.9
1342,85.47,236.52,0.838723,1.779925,1.941394,7.640213,0,17.484,282,true,5,120,0.8,0,2.6,0.6,4
1905,89.42,236.5,0.829825,1.801749,2.109535,7.904815,0,16.3729,285,true,5,120,0.8,0,3,0.3,4
1914,90.23,236.37,0.83523,1.810513,2.16357,7.883731,0,16.2114,283,true,5,120,0.8,0,2.6,0.2,3.1
1168,79.41,234.83,0.83273,1.73042,1.77942,7.460065,0,19.0397,282,true,5,120,0.8,0,2.8,0.9,2.1
239,83.05,234.49,0.831525,1.756493,1.865622,7.558011,0,18.0439,282,true,5,120,0.8,0,3.8,0.7,3.6
2168,82.65,232.56,0.824681,1.750266,1.850267,7.491499,0,18.081,282,true,5,120,0.8,0,3.8,0.7,3.7
2322,82.53,231.91,0.822376,1.748169,1.845095,7.468106,0,18.0833,282,true,5,120,0.8,0,2.8,0.7,3.8
1295,82.53,231.91,0.822376,1.748169,1.845095,7.468106,0,18.0833,282,true,5,120,0.8,0,3.8,0.7,3.8
548,82.36,230.99,0.819113,1.745201,1.837775,7.440726,0,18.0865,282,true,5,120,0.8,0,3.8,0.7,3.9
2203,82.12,229.81,0.814929,1.741394,1.828387,7.399551,0,18.0963,282,true,5,120,0.8,0,3.8,0.7,4
1667,79.64,226.85,0.804433,1.718607,1.757573,7.197707,0,18.6125,282,true,5,120,0.8,0,3.8,0.8,3.7
2038,96.58,225.45,1.110591,2.250832,2.647992,11.25937,0,14.5439,203,true,5,104,0.8,0,3.4,0.8,2.3
1383,50.81,222.97,2.895714,1.842095,1.010514,2.624065,0,30.2322,77,true,30,106,0.3,1,3.4,0.3,2.3
1129,50.81,222.97,2.895714,1.842095,1.010514,2.624065,0,30.2322,77,true,30,106,0.3,1,3.4,0.3,2.1
779,50.81,222.97,2.895714,1.842095,1.010514,2.624065,0,30.2322,77,true,30,106,0.3,1,3.4,0.3,2
863,50.81,222.97,2.895714,1.842095,1.010514,2.624065,0,30.2322,77,true,30,106,0.3,1,3.4,0.3,2.2
747,50.81,222.97,2.895714,1.842095,1.010514,2.624065,0,30.2322,77,true,30,106,0.3,1,3.4,0.3,3.7
707,50.81,222.97,2.895714,1.842095,1.010514,2.624065,0,30.2322,77,true,30,106,0.3,1,3.4,0.3,3.8
91,50.81,222.97,2.895714,1.842095,1.010514,2.624065,0,30.2322,77,true,30,106,0.3,1,3.4,0.3,2.5
2216,96.4,221.25,1.089901,2.22753,2.598661,11.071295,0,14.5439,203,true,5,104,0.8,0,3.4,0.8,3.8
2010,76.74,221.03,0.783794,1.687496,1.67485,7.020276,0,19.0868,282,true,5,120,0.8,0,2.8,0.9,3.7
2126,76.61,220.38,0.781489,1.685474,1.669925,6.997408,0,19.0893,282,true,5,120,0.8,0,2.8,0.9,3.8
1581,86.92,213.63,1.504437,3.155484,2.080947,11.979771,0,14.6781,142,true,5,110,1,1,1.6,0.5,3
2286,96.29,212,1.13369,2.23263,2.536492,9.497249,0,14.4545,187,true,5,110,0.8,0,3.8,0.7,2.4
1458,42.18,203.55,0.584914,1.351148,1.047607,2.62105,0,23.7531,348,true,6,88,0.4,0,3.4,0.9,2.8
2247,99.6,198.97,1.243563,2.765954,4.100783,14.406232,0,9.0649,160,true,5,110,0.9,1,2.8,0.3,2.2
2282,99.41,197.35,1.281494,2.803271,3.461673,12.726594,0,10.6778,154,true,5,110,0.9,1,3.6,0.3,2.5
