PresetID,Symbol,K_swing,N_bos,M_retest,EqTol_pips,UseRoundNumber,RNDelta_pips,UseKillzones,RiskPerTradePct,TrailMode,SL_Buffer_pips,BOSBuffer_pips,UsePendingRetest,RetestOffset_pips,TP1_R,TP2_R,BE_Activate_R,PartialClosePct,UsePyramid,MaxAdds,AddSizeFactor,AddSpacing_pips,MaxOpenPositions,TimeStopMinutes,MinProgressR,Comment
693,EURUSD,50,6,4,2.5,1,3,1,0.3,2,6,1,0,1.5,1,3,0.6,50,0,2,0.5,5,1,5,0.5,
694,EURUSD,60,8,3,3,0,2.5,0,0.4,1,8,1.5,1,1.5,1.2,2,1,60,1,2,0.75,4,1,5,0.5,
695,EURUSD,70,7,4,1.5,1,3,1,0.5,2,10,1.5,0,2,1,2.5,0.8,40,0,2,0.5,4,1,5,0.5,
696,EURUSD,40,7,3,2,0,2.5,0,0.3,1,12,1.5,1,2.5,1.2,3,1,50,1,2,0.75,3,1,5,0.5,
697,EURUSD,50,6,4,2.5,1,3,1,0.3,2,6,2,0,1.5,1,2,0.8,60,0,2,0.5,3,1,5,0.5,
698,EURUSD,60,8,3,3,0,2.5,0,0.4,1,8,2,1,2,1.2,2,0.6,40,1,2,0.75,5,1,5,0.5,
699,EURUSD,70,7,4,1.5,1,3,1,0.5,2,10,2,0,2.5,1,2.5,0.8,50,0,1,0.5,5,1,5,0.5,
700,EURUSD,40,6,3,2,0,2.5,0,0.5,1,12,1,1,1.5,1.2,3,0.6,60,1,1,0.75,4,1,5,0.5,
701,EURUSD,50,8,4,2.5,1,3,1,0.3,2,6,1,0,2,1,2,1,40,0,1,0.5,3,1,5,0.5,
702,EURUSD,60,7,3,3,0,2.5,0,0.4,1,8,1,1,2.5,1.2,2.5,0.8,50,1,1,0.75,3,1,5,0.5,
703,EURUSD,70,6,4,1.5,1,3,1,0.4,2,10,1.5,0,1.5,1,3,1,60,0,1,0.5,5,1,5,0.5,
704,EURUSD,40,8,3,2,0,2.5,0,0.5,1,12,1.5,1,1.5,1.2,2,0.8,40,1,1,0.75,5,1,5,0.5,
705,EURUSD,50,7,4,2.5,1,3,1,0.3,2,6,1.5,0,2,1,2.5,0.6,50,0,1,0.5,4,1,5,0.5,
706,EURUSD,60,6,3,3,0,2.5,0,0.3,1,8,2,1,2.5,1.5,3,0.8,60,1,1,0.75,4,1,5,0.5,
707,EURUSD,70,6,4,1.5,1,3,1,0.4,2,10,2,0,1.5,1,2,0.6,40,0,1,0.5,3,1,5,0.5,
708,EURUSD,40,8,3,2,0,2.5,0,0.5,1,12,1,1,2,1.5,2,1,50,1,1,0.75,3,1,5,0.5,
709,EURUSD,50,7,4,2.5,1,3,1,0.3,2,6,1,0,2.5,1,2.5,0.6,60,0,1,0.5,5,1,5,0.5,
710,EURUSD,60,6,3,3,0,2.5,0,0.3,1,8,1,1,1.5,1.5,3,1,40,1,1,0.75,5,1,5,0.5,
711,EURUSD,70,8,4,1.5,1,3,1,0.4,2,10,1.5,0,2,1,2,0.8,50,0,0,0.5,4,1,5,0.5,
712,EURUSD,40,7,3,2,0,2.5,0,0.5,1,12,1.5,1,2.5,1.5,2.5,0.6,60,1,0,0.75,3,1,5,0.5,
713,EURUSD,50,6,4,2.5,1,3,1,0.5,2,6,1.5,0,1.5,1,3,0.8,60,0,0,0.5,3,1,5,0.5,
714,EURUSD,60,8,3,3,0,2.5,0,0.3,1,8,2,1,1.5,1.5,2,0.6,40,1,0,0.75,5,1,5,0.5,
715,EURUSD,70,7,4,1.5,1,3,1,0.4,2,10,2,0,2,1,2.5,1,50,0,0,0.5,5,1,5,0.5,
716,EURUSD,40,6,3,2,0,2.5,0,0.4,1,12,2,1,2.5,1.5,3,0.6,60,1,0,0.75,4,1,5,0.5,
717,EURUSD,50,8,4,2.5,1,3,1,0.5,2,6,1,0,1.5,1,2,1,40,0,0,0.5,4,1,5,0.5,
718,EURUSD,60,8,3,3,0,2.5,0,0.3,1,8,1,1,2,1.5,2.5,0.8,50,1,0,0.75,3,1,5,0.5,
719,EURUSD,70,7,4,1.5,1,3,1,0.3,2,10,1,0,2.5,1,2.5,1,60,0,0,0.5,3,1,5,0.5,
720,EURUSD,40,6,3,2,0,2.5,0,0.4,1,12,1.5,1,1.5,1.5,3,0.8,40,1,0,0.75,5,1,5,0.5,
721,EURUSD,50,8,4,2.5,1,3,1,0.5,2,6,1.5,0,2,1,2,0.6,50,0,0,0.5,5,1,5,0.5,
722,EURUSD,60,7,3,3,0,2.5,0,0.3,1,8,1.5,1,2.5,1.5,2.5,1,60,1,0,0.75,4,1,5,0.5,
723,EURUSD,70,6,4,1.5,1,2,1,0.3,2,10,2,0,1.5,1,3,0.6,40,0,0,0.5,3,1,5,0.5,
724,EURUSD,40,8,3,2,0,2.5,0,0.4,1,12,2,1,1.5,1.5,2,1,50,1,2,0.75,3,1,5,0.5,
725,EURUSD,50,7,4,2.5,1,2,1,0.5,2,6,2,0,2,1,2.5,0.8,60,0,2,0.5,5,1,5,0.5,
726,EURUSD,60,6,3,3,0,2.5,0,0.5,1,8,1,1,2.5,1.5,3,1,40,1,2,0.75,5,1,5,0.5,
727,EURUSD,70,8,4,1.5,1,2,1,0.3,2,10,1,0,1.5,1,2,0.8,50,0,2,0.5,4,1,5,0.5,
728,EURUSD,40,8,3,2,0,2.5,0,0.4,1,12,1.5,1,2,1.5,2.5,0.6,60,1,2,0.75,4,1,5,0.5,
729,EURUSD,50,7,4,2.5,1,2,1,0.4,2,6,1.5,0,2.5,1,2.5,1,40,0,2,0.5,3,1,5,0.5,
730,EURUSD,60,6,3,3,0,2.5,0,0.5,1,8,1.5,1,1.5,1.5,3,0.6,50,1,2,0.75,3,1,5,0.5,
731,EURUSD,70,8,4,1.5,1,2,1,0.3,2,10,2,0,2,1,2,1,60,0,2,0.5,5,1,5,0.5,
732,EURUSD,40,7,3,2,0,2.5,0,0.3,1,12,2,1,2.5,1.5,2.5,0.8,40,1,2,0.75,5,1,5,0.5,
733,EURUSD,50,6,4,2.5,1,2,1,0.4,2,6,2,0,1.5,1,3,1,50,0,2,0.5,4,1,5,0.5,
734,EURUSD,60,8,3,3,0,2.5,0,0.5,1,8,1,1,1.5,1.5,2,0.8,60,1,2,0.75,3,1,5,0.5,
735,EURUSD,70,7,4,1.5,1,2,1,0.5,2,10,1,0,2,1,2.5,0.6,40,0,2,0.5,3,1,5,0.5,
736,EURUSD,40,6,3,2,0,2.5,0,0.3,1,12,1,1,2.5,1.5,3,0.8,50,1,2,0.75,5,1,5,0.5,
737,EURUSD,50,8,4,2.5,1,2,1,0.4,2,6,1.5,0,1.5,1,2,0.6,60,0,1,0.5,5,1,5,0.5,
738,EURUSD,60,7,3,3,0,2.5,0,0.5,1,8,1.5,1,2,1.5,2.5,1,40,1,1,0.75,4,1,5,0.5,
739,EURUSD,70,7,4,1.5,1,2,1,0.5,2,10,1.5,0,2.5,1,2.5,0.8,50,0,1,0.5,4,1,5,0.5,
740,EURUSD,40,6,3,2,0,2.5,0,0.3,1,12,2,1,1.5,1.5,3,1,60,1,1,0.75,3,1,5,0.5,
741,EURUSD,50,8,4,2.5,1,2,1,0.4,2,6,2,0,2,1,2,0.8,40,0,1,0.5,3,1,5,0.5,
742,EURUSD,60,7,3,3,0,2.5,0,0.4,1,8,2,1,2.5,1.5,2.5,0.6,50,1,1,0.75,5,1,5,0.5,
743,EURUSD,70,6,4,1.5,1,2,1,0.5,2,10,1,0,1.5,1,3,0.8,60,0,1,0.5,5,1,5,0.5,
744,EURUSD,40,8,3,2,0,2.5,0,0.3,1,12,1,1,1.5,1.5,2,0.6,40,1,1,0.75,4,1,5,0.5,
745,EURUSD,50,7,4,2.5,1,2,1,0.3,2,6,1,0,2,1,2.5,1,40,0,1,0.5,3,1,5,0.5,
746,EURUSD,60,6,3,3,0,2.5,0,0.4,1,8,1.5,1,2.5,1.5,3,0.6,50,1,1,0.75,3,1,5,0.5,
747,EURUSD,70,8,4,1.5,1,2,1,0.5,2,10,1.5,0,1.5,1,2,1,60,0,1,0.5,5,1,5,0.5,
748,EURUSD,40,7,3,2,0,2.5,0,0.5,1,12,2,1,2,1.5,2.5,0.8,40,1,1,0.75,5,1,5,0.5,
749,EURUSD,50,6,4,2.5,1,2,1,0.3,2,6,2,0,2.5,1.2,3,0.6,50,0,1,0.5,4,1,5,0.5,
750,EURUSD,60,6,3,3,0,2.5,0,0.4,1,8,2,1,1.5,1.5,3,0.8,60,1,0,0.75,4,1,5,0.5,
751,EURUSD,70,8,4,1.5,1,2,1,0.5,2,10,1,0,2,1.2,2,0.6,40,0,0,0.5,3,1,5,0.5,
752,EURUSD,40,7,3,2,0,3,0,0.5,1,12,1,1,2.5,1.5,2.5,1,50,1,0,0.75,3,1,5,0.5,
753,EURUSD,50,6,4,2.5,1,2,1,0.3,2,6,1,0,1.5,1.2,3,0.6,60,0,0,0.5,5,1,5,0.5,
754,EURUSD,60,8,3,3,0,3,0,0.4,1,8,1.5,1,1.5,1.5,2,1,40,1,0,0.75,5,1,5,0.5,
755,EURUSD,70,7,4,1.5,1,2,1,0.4,2,10,1.5,0,2,1.2,2.5,0.8,50,0,0,0.5,4,1,5,0.5,
756,EURUSD,40,6,3,2,0,3,0,0.5,1,12,1.5,1,2.5,1.5,3,0.6,60,1,0,0.75,3,1,5,0.5,
757,EURUSD,50,8,4,2.5,1,2,1,0.3,2,6,2,0,1.5,1.2,2,0.8,40,0,0,0.5,3,1,5,0.5,
758,EURUSD,60,7,3,3,0,3,0,0.3,1,8,2,1,2,1.5,2.5,0.6,50,1,0,0.75,5,1,5,0.5,
759,EURUSD,70,6,4,1.5,1,2,1,0.4,2,10,2,0,2.5,1.2,3,1,60,0,0,0.5,5,1,5,0.5,
760,EURUSD,40,6,3,2,0,3,0,0.5,1,12,1,1,1.5,1.5,3,0.6,40,1,0,0.75,4,1,5,0.5,
761,EURUSD,50,8,4,2.5,1,2,1,0.5,2,6,1,0,2,1.2,2,1,50,0,0,0.5,4,1,5,0.5,
762,EURUSD,60,7,3,3,0,3,0,0.3,1,8,1,1,2.5,1.5,2.5,0.8,60,1,0,0.75,3,1,5,0.5,
763,EURUSD,70,6,4,1.5,1,2,1,0.4,2,10,1.5,0,1.5,1.2,3,1,40,0,2,0.5,3,1,5,0.5,
764,EURUSD,40,8,3,2,0,3,0,0.5,1,12,1.5,1,1.5,1.5,2,0.8,50,1,2,0.75,5,1,5,0.5,
765,EURUSD,50,7,4,2.5,1,2,1,0.5,2,6,1.5,0,2,1.2,2.5,0.6,60,0,2,0.5,5,1,5,0.5,
766,EURUSD,60,6,3,3,0,3,0,0.3,1,8,2,1,2.5,1.5,3,1,40,1,2,0.75,4,1,5,0.5,
767,EURUSD,70,8,4,1.5,1,2,1,0.4,2,10,2,0,1.5,1.2,2,0.6,50,0,2,0.5,3,1,5,0.5,
768,EURUSD,40,7,3,2,0,3,0,0.4,1,12,2,1,2,1.5,2.5,1,60,1,2,0.75,3,1,5,0.5,
769,EURUSD,50,6,4,2.5,1,2,1,0.5,2,6,1,0,2.5,1.2,3,0.8,40,0,2,0.5,5,1,5,0.5,
770,EURUSD,60,8,3,3,0,3,0,0.3,1,8,1,1,1.5,1.5,2,1,50,1,2,0.75,5,1,5,0.5,
771,EURUSD,70,8,4,1.5,1,2,1,0.3,2,10,1.5,0,2,1.2,2,0.8,60,0,2,0.5,4,1,5,0.5,
772,EURUSD,40,7,3,2,0,3,0,0.4,1,12,1.5,1,2.5,1.5,2.5,0.6,40,1,2,0.75,4,1,5,0.5,
773,EURUSD,50,6,4,2.5,1,2,1,0.5,2,6,1.5,0,1.5,1.2,3,1,50,0,2,0.5,3,1,5,0.5,
774,EURUSD,60,8,3,3,0,3,0,0.5,1,8,2,1,1.5,1.5,2,0.6,60,1,2,0.75,3,1,5,0.5,
775,EURUSD,70,7,4,1.5,1,2,1,0.3,2,10,2,0,2,1.2,2.5,1,40,0,1,0.5,5,1,5,0.5,
776,EURUSD,40,6,3,2,0,3,0,0.4,1,12,2,1,2.5,1.5,3,0.8,50,1,1,0.75,5,1,5,0.5,
777,EURUSD,50,8,4,2.5,1,2,1,0.5,2,6,1,0,1.5,1.2,2,1,50,0,1,0.5,4,1,5,0.5,
778,EURUSD,60,7,3,3,0,3,0,0.5,1,8,1,1,2,1.5,2.5,0.8,60,1,1,0.75,3,1,5,0.5,
779,EURUSD,70,6,4,1.5,1,2.5,1,0.3,2,10,1,0,2.5,1.2,3,0.6,40,0,1,0.5,3,1,5,0.5,
780,EURUSD,40,8,3,2,0,3,0,0.4,1,12,1.5,1,1.5,1.5,2,0.8,50,1,1,0.75,5,1,5,0.5,
781,EURUSD,50,7,4,2.5,1,2.5,1,0.4,2,6,1.5,0,2,1.2,2,0.6,60,0,1,0.5,5,1,5,0.5,
782,EURUSD,60,7,3,3,0,3,0,0.5,1,8,1.5,1,2.5,1.5,2.5,1,40,1,1,0.75,4,1,5,0.5,
783,EURUSD,70,6,4,1.5,1,2.5,1,0.3,2,10,2,0,1.5,1.2,3,0.8,50,0,1,0.5,4,1,5,0.5,
784,EURUSD,40,8,3,2,0,3,0,0.3,1,12,2,1,1.5,1.5,2,1,60,1,1,0.75,3,1,5,0.5,
785,EURUSD,50,7,4,2.5,1,2.5,1,0.4,2,6,2,0,2,1.2,2.5,0.8,40,0,1,0.5,3,1,5,0.5,
786,EURUSD,60,6,3,3,0,3,0,0.5,1,8,1,1,2.5,1.5,3,0.6,50,1,1,0.75,5,1,5,0.5,
787,EURUSD,70,8,4,1.5,1,2.5,1,0.5,2,10,1,0,1.5,1.2,2,0.8,60,0,1,0.5,5,1,5,0.5,
788,EURUSD,40,7,3,2,0,3,0,0.3,1,12,1,1,2,1.5,2.5,0.6,40,1,0,0.75,4,1,5,0.5,
789,EURUSD,50,6,4,2.5,1,2.5,1,0.4,2,6,1.5,0,2.5,1.2,3,1,50,0,0,0.5,3,1,5,0.5,
790,EURUSD,60,8,3,3,0,3,0,0.5,1,8,1.5,1,1.5,1.5,2,0.6,60,1,0,0.75,3,1,5,0.5,
791,EURUSD,70,7,4,1.5,1,2.5,1,0.5,2,10,2,0,2,1.2,2,1,40,0,0,0.5,5,1,5,0.5,
792,EURUSD,40,7,3,2,0,3,0,0.3,1,12,2,1,2.5,1,2.5,0.8,50,1,0,0.75,5,1,5,0.5,
793,EURUSD,50,6,4,2.5,1,2.5,1,0.4,2,6,2,0,2.5,1.2,3,0.6,60,0,0,0.5,4,1,5,0.5,
794,EURUSD,60,8,3,3,0,3,0,0.4,1,8,1,1,1.5,1,2,0.8,40,1,0,0.75,4,1,5,0.5,
795,EURUSD,70,7,4,1.5,1,2.5,1,0.5,2,10,1,0,2,1.2,2.5,0.6,50,0,0,0.5,3,1,5,0.5,
796,EURUSD,40,6,3,2,0,3,0,0.3,1,12,1,1,2.5,1,3,1,60,1,0,0.75,3,1,5,0.5,
797,EURUSD,50,8,4,2.5,1,2.5,1,0.3,2,6,1.5,0,1.5,1.2,2,0.6,40,0,0,0.5,5,1,5,0.5,
798,EURUSD,60,7,3,3,0,3,0,0.4,1,8,1.5,1,2,1,2.5,1,50,1,0,0.75,5,1,5,0.5,
799,EURUSD,70,6,4,1.5,1,2.5,1,0.5,2,10,1.5,0,2.5,1.2,3,0.8,60,0,0,0.5,4,1,5,0.5,
800,USDJPY,40,8,3,1,0,3,0,0.5,1,12,2,1,1,1,2,0.6,40,1,0,0.75,3,1,5,0.5,
801,USDJPY,50,7,4,1,1,2.5,1,0.3,2,6,2,0,1.5,1.2,2.5,0.8,50,0,2,0.5,3,1,5,0.5,
802,USDJPY,60,6,3,2,0,3,0,0.4,1,8,2,1,2,1,2.5,0.6,60,1,2,0.75,5,1,5,0.5,
803,USDJPY,70,6,4,2,1,2.5,1,0.5,2,10,1,0,2,1.2,3,1,40,0,2,0.5,5,1,5,0.5,
804,USDJPY,40,8,3,1.5,0,3,0,0.5,1,12,1,1,1,1,2,0.6,50,1,2,0.75,4,1,5,0.5,
805,USDJPY,50,7,4,1.5,1,2.5,1,0.3,2,6,1,0,1.5,1.2,2.5,1,60,0,2,0.5,4,1,5,0.5,
806,USDJPY,60,6,3,1,0,3,0,0.4,1,8,1.5,1,2,1,3,0.8,40,1,2,0.75,3,1,5,0.5,
807,USDJPY,70,8,4,1,1,2.5,1,0.4,2,10,1.5,0,1,1.2,2,1,50,0,2,0.5,3,1,5,0.5,
808,USDJPY,40,7,3,1,0,2,0,0.5,1,12,1.5,1,1.5,1,2.5,0.8,50,1,2,0.75,5,1,5,0.5,
809,USDJPY,50,6,4,2,1,2.5,1,0.3,2,6,2,0,2,1.2,3,0.6,60,0,2,0.5,5,1,5,0.5,
810,USDJPY,60,8,3,2,0,2,0,0.3,1,8,2,1,1,1,2,1,40,1,2,0.75,4,1,5,0.5,
811,USDJPY,70,7,4,1.5,1,2.5,1,0.4,2,10,2,0,1.5,1.2,2.5,0.6,50,0,2,0.5,3,1,5,0.5,
812,USDJPY,40,6,3,1.5,0,2,0,0.5,1,12,1,1,2,1,2.5,1,60,1,2,0.75,3,1,5,0.5,
813,USDJPY,50,8,4,1.5,1,2.5,1,0.5,2,6,1,0,2,1.2,3,0.8,40,0,2,0.5,5,1,5,0.5,
814,USDJPY,60,8,3,1,0,2,0,0.3,1,8,1.5,1,1,1,2,1,50,1,1,0.75,5,1,5,0.5,
815,USDJPY,70,7,4,1,1,2.5,1,0.4,2,10,1.5,0,1.5,1.2,2.5,0.8,60,0,1,0.5,4,1,5,0.5,
816,USDJPY,40,6,3,2,0,2,0,0.5,1,12,1.5,1,2,1,3,0.6,40,1,1,0.75,4,1,5,0.5,
817,USDJPY,50,8,4,2,1,2.5,1,0.5,2,6,2,0,1,1.2,2,1,50,0,1,0.5,3,1,5,0.5,
818,USDJPY,60,7,3,2,0,2,0,0.3,1,8,2,1,1.5,1,2.5,0.6,60,1,1,0.75,3,1,5,0.5,
819,USDJPY,70,6,4,1.5,1,2.5,1,0.4,2,10,2,0,2,1.2,3,1,40,0,1,0.5,5,1,5,0.5,
820,USDJPY,40,8,3,1.5,0,2,0,0.4,1,12,1,1,1,1,2,0.8,50,1,1,0.75,5,1,5,0.5,
821,USDJPY,50,7,4,1,1,2.5,1,0.5,2,6,1,0,1.5,1.2,2.5,1,60,0,1,0.5,4,1,5,0.5,
822,USDJPY,60,6,3,1,0,2,0,0.3,1,8,1,1,2,1,2.5,0.8,40,1,1,0.75,3,1,5,0.5,
823,USDJPY,70,8,4,2,1,2.5,1,0.3,2,10,1.5,0,2,1.2,3,0.6,50,0,1,0.5,3,1,5,0.5,
824,USDJPY,40,7,3,2,0,2,0,0.4,1,12,1.5,1,1,1,2,0.8,60,1,1,0.75,5,1,5,0.5,
825,USDJPY,50,7,4,2,1,2.5,1,0.5,2,6,1.5,0,1.5,1.2,2.5,0.6,40,0,1,0.5,5,1,5,0.5,
826,USDJPY,60,6,3,1.5,0,2,0,0.5,1,8,2,1,2,1,3,1,50,1,0,0.75,4,1,5,0.5,
827,USDJPY,70,8,4,1.5,1,2.5,1,0.3,2,10,2,0,1,1.2,2,0.8,60,0,0,0.5,4,1,5,0.5,
828,USDJPY,40,7,3,1,0,2,0,0.4,1,12,2,1,1.5,1,2.5,1,40,1,0,0.75,3,1,5,0.5,
829,USDJPY,50,6,4,1,1,2.5,1,0.5,2,6,1,0,2,1.2,3,0.8,50,0,0,0.5,3,1,5,0.5,
830,USDJPY,60,8,3,1,0,2,0,0.5,1,8,1,1,1,1,2,0.6,60,1,0,0.75,5,1,5,0.5,
831,USDJPY,70,7,4,2,1,2.5,1,0.3,2,10,1,0,1.5,1.2,2.5,0.8,40,0,0,0.5,5,1,5,0.5,
832,USDJPY,40,6,3,2,0,2,0,0.4,1,12,1.5,1,2,1,3,0.6,50,1,0,0.75,4,1,5,0.5,
833,USDJPY,50,8,4,1.5,1,2.5,1,0.4,2,6,1.5,0,2,1.2,3,1,60,0,0,0.5,3,1,5,0.5,
834,USDJPY,60,7,3,1.5,0,2,0,0.5,1,8,2,1,1,1,2,0.6,40,1,0,0.75,3,1,5,0.5,
835,USDJPY,70,7,4,1,1,2.5,1,0.3,2,10,2,0,1.5,1.2,2.5,1,50,0,0,0.5,5,1,5,0.5,
836,USDJPY,40,6,3,1,0,2,0,0.3,1,12,2,1,2,1,3,0.8,60,1,0,0.75,5,1,5,0.5,
837,USDJPY,50,8,4,1,1,3,1,0.4,2,6,1,0,1,1.5,2,0.6,40,0,0,0.5,4,1,5,0.5,
838,USDJPY,60,7,3,2,0,2,0,0.5,1,8,1,1,1.5,1,2.5,0.8,50,1,0,0.75,4,1,5,0.5,
839,USDJPY,70,6,4,2,1,3,1,0.5,2,10,1,0,2,1.5,3,0.6,60,0,2,0.5,3,1,5,0.5,
840,USDJPY,40,8,3,1.5,0,2,0,0.3,1,12,1.5,1,1,1,2,1,60,1,2,0.75,3,1,5,0.5,
841,USDJPY,50,7,4,1.5,1,3,1,0.4,2,6,1.5,0,1.5,1.5,2.5,0.6,40,0,2,0.5,5,1,5,0.5,
842,USDJPY,60,6,3,1.5,0,2,0,0.5,1,8,1.5,1,2,1,3,1,50,1,2,0.75,5,1,5,0.5,
843,USDJPY,70,8,4,1,1,3,1,0.5,2,10,2,0,2,1.5,3,0.8,60,0,2,0.5,4,1,5,0.5,
844,USDJPY,40,7,3,1,0,2,0,0.3,1,12,2,1,1,1,2,0.6,40,1,2,0.75,3,1,5,0.5,
845,USDJPY,50,6,4,2,1,3,1,0.4,2,6,2,0,1.5,1.5,2.5,0.8,50,0,2,0.5,3,1,5,0.5,
846,USDJPY,60,6,3,2,0,2,0,0.4,1,8,1,1,2,1,3,0.6,60,1,2,0.75,5,1,5,0.5,
847,USDJPY,70,8,4,2,1,3,1,0.5,2,10,1,0,1,1.5,2,1,40,0,2,0.5,5,1,5,0.5,
848,USDJPY,40,7,3,1.5,0,2,0,0.3,1,12,1,1,1.5,1,2.5,0.6,50,1,2,0.75,4,1,5,0.5,
849,USDJPY,50,6,4,1.5,1,3,1,0.3,2,6,1.5,0,2,1.5,3,1,60,0,2,0.5,4,1,5,0.5,
850,USDJPY,60,8,3,1,0,2,0,0.4,1,8,1.5,1,1,1,2,0.8,40,1,2,0.75,3,1,5,0.5,
851,USDJPY,70,7,4,1,1,3,1,0.5,2,10,1.5,0,1.5,1.5,2.5,1,50,0,2,0.5,3,1,5,0.5,
852,USDJPY,40,6,3,2,0,2,0,0.5,1,12,2,1,2,1,3,0.8,60,1,1,0.75,5,1,5,0.5,
853,USDJPY,50,8,4,2,1,3,1,0.3,2,6,2,0,2,1.5,3,0.6,40,0,1,0.5,5,1,5,0.5,
854,USDJPY,60,7,3,2,0,2,0,0.4,1,8,2,1,1,1,2,1,50,1,1,0.75,4,1,5,0.5,
855,USDJPY,70,6,4,1.5,1,3,1,0.5,2,10,1,0,1.5,1.5,2.5,0.6,60,0,1,0.5,3,1,5,0.5,
856,USDJPY,40,8,3,1.5,0,2,0,0.5,1,12,1,1,2,1,3,1,40,1,1,0.75,3,1,5,0.5,
857,USDJPY,50,8,4,1,1,3,1,0.3,2,6,1.5,0,1,1.5,2,0.8,50,0,1,0.5,5,1,5,0.5,
858,USDJPY,60,7,3,1,0,2,0,0.4,1,8,1.5,1,1.5,1,2.5,1,60,1,1,0.75,5,1,5,0.5,
859,USDJPY,70,6,4,1,1,3,1,0.4,2,10,1.5,0,2,1.5,3,0.8,40,0,1,0.5,4,1,5,0.5,
860,USDJPY,40,8,3,2,0,2,0,0.5,1,12,2,1,1,1,2,0.6,50,1,1,0.75,4,1,5,0.5,
